COD_PRESTAZIONE,COD_ATC5,DESCRIZIONE,QUANTITA,VDS,UM,GG,UNITA_POSOLOGIA,TITOLARE_AIC
0035924024,J01DD04,CEFTRIAXONE ABC*IM 250MG+F 2ML,"0000000002,000",P,g,"0,1250000000",1,ABC FARMACEUTICI SpA
0035924036,J01DD04,CEFTRIAXONE ABC*IM 500MG/2ML+F,"0000000002,000",P,g,"0,2500000000",1,ABC FARMACEUTICI SpA
0035925027,J01DD04,"NILSON*IM 1FL 1G+F 3,5ML","0000000002,000",P,g,"0,5000000000",1,DYMALIFE PHARMACEUTICAL Srl
0035866021,J01DD04,FRINEG*IM 1FL 500MG/2ML+F2ML,"0000000002,000",P,g,,1,EPIFARMA Srl
0035868013,J01DD04,CEFTRIAXONE HEX*IM FL250MG 2ML,"0000000002,000",P,g,"0,1250000000",1,SANDOZ SpA
0035888027,J01DD01,CEFOTAXIMA ACT*IM 1FL 1G+1F4ML,"0000000004,000",P,g,"0,2500000000",1,ACTAVIS ITALY SpA
0035881022,J01DD04,"CEFTRIAXONE PH*IM FL 1G+F3,5ML","0000000002,000",P,g,"0,5000000000",1,PHARMACARE Srl
0036082131,L01DB03,EPICURE*IV 6FL 50MG/25ML,,,,,6,CRINOS SpA
0036082143,L01DB03,EPICURE*IV 10FL 50MG/25ML,,,,,10,CRINOS SpA
0036082156,L01DB03,EPICURE*IV 12FL 50MG/25ML,,,,,12,CRINOS SpA
0036161038,J06BB01,RHOPHYLAC*5SIR 300MCG/2ML,"0000000000,200",P,mg,"7,5000000000",5,CSL BEHRING GmbH
0036021044,J01DD04,CEFTRIAXONE ALTER*IV 1G/10ML+F,"0000000002,000",P,g,"0,5000000000",1,LABORATORI ALTER Srl
0036022046,J01DD02,CEFTAZIDIMA TEVA*EV 1FL 2G,"0000000004,000",P,g,"0,5000000000",1,TEVA ITALIA Srl
0036023036,J01DD02,CEFTAZIDIMA RANB*IM 1G+F 3ML,"0000000004,000",P,g,"0,2500000000",1,RANBAXY ITALIA SpA
0036023075,J01DD02,CEFTAZIDIMA RANB*EV 2G+DISPOS,"0000000004,000",P,g,,1,RANBAXY ITALIA SpA
0036082218,L01DB03,EPICURE*IV FL 200MG/100ML,,,,,1,CRINOS SpA
0036082232,L01DB03,EPICURE*IV 6FL 200MG/100ML,,,,,6,CRINOS SpA
0036082257,L01DB03,EPICURE*IV 12FL 200MG/100ML,,,,,12,CRINOS SpA
0036082269,L01DB03,EPICURE*IV 20FL 200MG/100ML,,,,,20,CRINOS SpA
0035965019,J01DD04,KOCEFAN*IM 1FL 250MG/2ML+F2ML,"0000000002,000",P,g,"1,0000000000",1,NEOPHARMED GENTILI SpA
0036024089,J01DD02,CEFTAZIDIMA DOC*EV 1FL 1G+SACC,"0000000004,000",P,g,"0,2500000000",1,DOC GENERICI Srl
0036094023,L01CD01,PAXENE*EV 1FL 25ML 6MG/ML,,,,,1,NORTON HEALTHCARE Ltd
0036094035,L01CD01,"PAXENE*EV 1FL 16,7ML 6MG/ML","0000000015,000",P,mg,"6,6800000000",1,NORTON HEALTHCARE Ltd
0036098010,J01DD04,CEFTRIAXONE FAR*IM 500MG/2ML+F,"0000000002,000",P,g,,1,FARMA 1 Srl
0036098034,J01DD04,CEFTRIAXONE FAR*EV 1G/10ML+F10,"0000000002,000",P,g,,1,FARMA 1 Srl
0036110017,J05AB01,ACICLOVIR ALTER*35CPR 800MG,"0000000004,000",O,g,"7,0000000000",35,LABORATORI ALTER Srl
0036111045,L01DB07,MITOXANTRONE SAN*10FL 5ML2MG/M,,,,,10,SANDOZ SpA
0035939014,J01DD04,CEFTRIAXONE BIES*IM 250MG/2ML+,"0000000002,000",P,g,"0,1250000000",1,BIESSE PHARMA Srl
0036115018,J01DD02,CEFTAZIDIMA RATIO*IM 500MG+2ML,,,,,1,RATIOPHARM ITALIA Srl
0036138030,J01DD04,CEFTRIAXONE AURO*IV 500MG/5ML+,"0000000002,000",P,g,,1,AUROBINDO PHARMA ITALIA Srl
0036402016,L01CD01,PACLITAXEL SALUS*EV 5ML 6MG/ML,,,,,1,SALUS RESEARCHES SpA
0036411027,L01DB03,EPIRUBICINA HO*EV ENDV 25ML 50,,,,,1,ICU MEDICAL ITALIA Srl
0036196044,J05AE08,REYATAZ*60CPS 100MG,"0000000000,300",O,g,"20,0000000000",60,BRISTOL-MYERS SQUIBB Srl
0036196083,J05AE08,REYATAZ*30CPS 300MG FL,"0000000000,300",O,g,"30,0000000000",30,BRISTOL-MYERS SQUIBB Srl
0036202024,J01DD02,CEFTAZIDIMA EG*IM 1F 500MG+F,"0000000004,000",P,g,,1,EG SpA
0036202048,J01DD02,CEFTAZIDIMA EG*EV 1G+F 10ML,"0000000004,000",P,g,,1,EG SpA
0036441018,J01FF01,CLINDAMICINA LIM*5F 600MG/4ML,"0000000001,800",P,g,"1,6670000000",5,BIOINDUSTRIA L.I.M. SpA
0036365017,L01DB01,RABITIN*1FL 10MG/5ML,,,,,1,CRINOS SpA
0036366045,L01BC01,ARACELL*INIET 1FL 50ML100MG/ML,,,,,1,CRINOS SpA
0036292074,L04AX01,AZATIOPRINA HEX*90CPR RIV 50MG,"0000000000,150",O,g,"30,0000000000",90,SANDOZ SpA
0036373052,L04AA18,"CERTICAN*50CPR 0,5MG","0000000001,500",O,mg,,50,NOVARTIS FARMA SpA
0036373090,L04AA18,"CERTICAN*50CPR 0,75MG","0000000001,500",O,mg,,50,NOVARTIS FARMA SpA
0036373102,L04AA18,"CERTICAN*60CPR 0,75MG","0000000001,500",O,mg,"30,0000000000",60,NOVARTIS FARMA SpA
0036373203,L04AA18,"CERTICAN*250CPR DISPERS 0,1MG","0000000001,500",O,mg,"16,6670000000",250,NOVARTIS FARMA SpA
0036373239,L04AA18,"CERTICAN*100CPR DISPERS 0,25MG","0000000001,500",O,mg,"16,0000000000",100,NOVARTIS FARMA SpA
0036314021,J01DD04,"DIAXONE*IM 1FL 1G+F 3,5ML","0000000002,000",P,g,"0,5000000000",1,EURO-PHARMA Srl
0036387013,L02BA03,FASLODEX*IM 1SIR 5ML+1AGO,"0000000008,300",P,mg,"30,1200000000",1,ASTRAZENECA SpA
0036460032,J01DD02,DIZATEC*EV 1FL 1G/10ML+1F,,,,,1,GENETIC SpA
0036545034,J01DD02,LIOTIXIL*EV 1F 1G+F 10ML,"0000000004,000",P,g,,1,CRINOS SpA
0036545046,J01DD02,LIOTIXIL*1 F POLV 2G,"0000000004,000",P,g,,1,CRINOS SpA
0036569034,J01DD02,CEFTAZIDIMA DOTO*IM F 1G/3ML+F,"0000000004,000",P,g,"0,2500000000",1,DOTOPHARMA UG
0036579023,J01DD02,CEFTAZIDIMA ALMUS*IM F 500MG+F,,,,,1,ALMUS Srl
0036622013,L01CB01,ETOPOSIDE SAND*EV 5ML 20MG/ML,"0000000000,036",P,g,"2,7780000000",1,SANDOZ SpA
0036585014,J05AF09,EMTRIVA*OS SOL 170ML 10MG/ML,"0000000000,200",O,g,"8,5000000000",1,GILEAD SCIENCES Srl
0036561037,J07AE01,DUKORAL*OS 20FL 3ML,,,,,20,VALNEVA SWEDEN AB
0036590026,J01DD02,"DELTAZIME*IM 1FL 500MG+F 1,5ML","0000000004,000",P,g,"0,2500000000",1,C.T. LAB.FARMACEUTICO Srl
0036508024,J07BB02,"KEFLU*1SIR 0,5ML 04-05 PED",,,,,,KEDRION SpA
0036511032,L04AA06,MYFORTIC*100CPR GASTROR 180MG,"0000000002,000",O,g,"9,0000000000",100,NOVARTIS FARMA SpA
0036515031,J07BA01,"TICOVAC*IM 20SIR 0,5ML",,,,,,PFIZER Srl
0036515171,J07BA01,"TICOVAC*IM SC 1SIR 0,5ML+AGO","0000000001,000",P,f,"1,0000000000",1,PFIZER Srl
0036689026,L01DB03,CEPAGEN*EV ENDV 25ML 50MG/25ML,"0000000006,500",P,mg,"7,6920000000",1,SANDOZ SpA
0036767034,J01CR02,AMOXICILLINA AC CLA SA*14BUST,"0000000001,500",O,g,"8,1670000000",14,SANDOZ SpA
0036752020,J07CA02,"POLIOBOOSTRIX*10SIR0,5ML S/AGO","0000000001,000",P,f,"10,0000000000",10,GLAXOSMITHKLINE SpA
0036752069,J07CA02,"POLIOBOOSTRIX*10SIR 0,5ML+2AGH","0000000001,000",P,f,"10,0000000000",10,GLAXOSMITHKLINE SpA
0036829012,J01CR02,XINAMOD*12BUST 875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,PROGE FARM Srl
0036879031,J04AM02,RIMACTAZID*120CPR RIV 150+75MG,,,,,120,SANDOZ SpA
0036839013,J07BB02,"VACCIFLU*1SIR 0,5ML 2009-2010",,,,,,SOLVAY PHARMA SpA
0036928048,J04AM06,RIMSTAR*240CPR RIV,,,,,240,SANDOZ SpA
0036928113,J04AM06,RIMSTAR*FL 500CPR RIV,,,,,500,SANDOZ SpA
0036846018,J01CR02,AMOXICILLINA AC CLA GE*12CPR,"0000000001,500",O,g,"7,0000000000",12,GERMED PHARMA Srl
0036848012,J01CR02,AMOXICILLINA AC CLA BIO*12CPR,"0000000001,500",O,g,"7,0000000000",12,BIOPHARMA Srl
0036893067,J07BD54,"PROQUAD*SC 10FL 0,5ML+10SIR S/",,,,,,MSD ITALIA Srl
0036893129,J07BD54,"PROQUAD*SC 20FL 0,5ML+20SIR+20",,,,,,MSD ITALIA Srl
0036808018,J01CR02,POSMOX*12CPR RIV 875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,PHARMACARE Srl
0036904023,J02AC01,FLUCONAZOLO EG*2CPS 50MG,"0000000000,200",O,g,"0,5000000000",2,EG SpA
0036904175,J02AC01,FLUCONAZOLO EG*2CPS 100MG,"0000000000,200",O,g,"1,0000000000",2,EG SpA
0036904199,J02AC01,FLUCONAZOLO EG*6CPS 100MG,"0000000000,200",O,g,"3,0000000000",6,EG SpA
0036904314,J02AC01,FLUCONAZOLO EG*1CPS 150MG,"0000000000,200",O,g,"0,7500000000",1,EG SpA
0036904427,J02AC01,FLUCONAZOLO EG*50CPS 150MG,"0000000000,200",O,g,"37,5000000000",50,EG SpA
0036820064,J01CR02,AMOXICILLINA AC CLA EG*20CPR,"0000000001,500",O,g,,20,EG SpA
0036904579,J02AC01,FLUCONAZOLO EG*50CPS 200MG,"0000000000,200",O,g,"50,0000000000",50,EG SpA
0036981025,J01CE01,BENZILPENICILLINA POTAS*100FL,"0000000003,600",P,g,"17,3580000000",100,K24 PHARMACEUTICALS Srl
0037042013,J01CR02,AMOXICILLINA AC CLA GE*12CPR,"0000000001,500",O,g,"7,0000000000",12,GERMED PHARMA Srl
0037012022,L01DB01,EAMTOR*INIET 10MG 5ML,,,,,1,SANDOZ SpA
0036966036,J01CR02,AMOXICILLINA AC CLA TEVA*IV1G+,"0000000003,000",P,g,"0,3330000000",1,TEVA ITALIA Srl
0036967065,L02AE02,ELIGARD*SC SIR+SIR 45MG KIT,"0000000000,134",P,mg,"311,1940000000",1,ASTELLAS PHARMA SpA
0036969044,J01CR02,AMOXICILLINA AC CLA MY*12CPR,"0000000001,500",O,g,"7,0000000000",12,MYLAN SpA
0037031022,J01XX01,FOSFOMICINA ZENT*BB OS 2BUST2G,"0000000003,000",O,g,"1,3330000000",2,ZENTIVA ITALIA Srl
0036980112,J01CR02,AMOXICILLINA AC CLA SAN*50CPR,"0000000001,500",O,g,"29,1670000000",50,SANDOZ SpA
0037098023,J02AC02,ITRACONAZOLO QUALITI*8CPS100MG,"0000000000,200",O,g,,8,QUALITI LTD
0037158084,L01XA02,CARBOPLATINO RAT.*EV 5FL 45ML,,,,,5,RATIOPHARM ITALIA Srl
0037098100,J02AC02,ITRACONAZOLO QUALITI*60CPS100M,"0000000000,200",O,g,,60,QUALITI LTD
0037150012,L04AA23,TYSABRI*IV FL300MG 15ML20MG/ML,"0000000010,000",P,mg,"30,0000000000",1,BIOGEN ITALIA Srl
0037151014,J01XX09,CUBICIN*EV POLV 350MG 50MG/ML,"0000000000,280",P,g,"1,2500000000",1,MSD ITALIA Srl
0037157029,J07CA02,"POLIOINFANRIX*20SIR 0,5ML+20AG",,,,,,GLAXOSMITHKLINE SpA
0037157031,J07CA02,"POLIOINFANRIX*10SIR 0,5ML+10AG","0000000001,000",P,f,"10,0000000000",10,GLAXOSMITHKLINE SpA
0037157094,J07CA02,"POLIOINFANRIX*10SIR 0,5ML+20AG","0000000001,000",P,f,"10,0000000000",10,GLAXOSMITHKLINE SpA
0037115021,J01MA02,CIPROFLOXACINA AR*10CPR 250MG,"0000000001,000",O,g,"2,5000000000",10,ARROW GENERICS LTD
0037115223,J01MA02,CIPROFLOXACINA AR*14CPR 500MG,"0000000001,000",O,g,,14,ARROW GENERICS LTD
0037115298,J01MA02,CIPROFLOXACINA AR*FL10CPR500MG,"0000000001,000",O,g,,10,ARROW GENERICS LTD
0037115348,J01MA02,CIPROFLOXACINA AR*FL56CPR500MG,"0000000001,000",O,g,,56,ARROW GENERICS LTD
0037115375,J01MA02,CIPROFLOXACINA AR*6CPR 750MG,"0000000001,000",O,g,,6,ARROW GENERICS LTD
0037115449,J01MA02,CIPROFLOXACINA AR*100CPR 750MG,"0000000001,000",O,g,,100,ARROW GENERICS LTD
0037115488,J01MA02,CIPROFLOXACINA AR*FL12CPR750MG,"0000000001,000",O,g,,12,ARROW GENERICS LTD
0037115540,J01MA02,CIPROFLOXACINA AR*FL120CPR 750,"0000000001,000",O,g,,120,ARROW GENERICS LTD
0037122037,J02AC02,ITRACONAZOLO MY*7CPS 100MG,"0000000000,200",O,g,"3,5000000000",7,MYLAN SpA
0037122239,J02AC02,ITRACONAZOLO MY*500CPS 100MG,"0000000000,200",O,g,"250,0000000000",500,MYLAN SpA
0037273012,J01XX01,FOSFOMICINA SAND*BB OS1BUST 2G,"0000000003,000",O,g,"0,6670000000",1,SANDOZ SpA
0037273036,J01XX01,FOSFOMICINA SAND*AD OS1BUST 3G,"0000000003,000",O,g,"1,0000000000",1,SANDOZ SpA
0037181094,J02AC01,FLUTIOR*2CPS 150MG,"0000000000,200",O,g,"1,5000000000",2,RATIOPHARM ITALIA Srl
0037181157,J02AC01,FLUTIOR*7CPS 200MG,"0000000000,200",O,g,"7,0000000000",7,RATIOPHARM ITALIA Srl
0037181171,J02AC01,FLUTIOR*14CPS 200MG,"0000000000,200",O,g,,14,RATIOPHARM ITALIA Srl
0037219072,J01MA02,CIPROFLOXACINA MY*12CPR 250MG,"0000000001,000",O,g,"3,0000000000",12,MYLAN SpA
0037219110,J01MA02,CIPROFLOXACINA MY*100CPR 250MG,"0000000001,000",O,g,"25,0000000000",100,MYLAN SpA
0037219159,J01MA02,CIPROFLOXACINA MY*10CPR250MGFL,"0000000001,000",O,g,"2,5000000000",10,MYLAN SpA
0037332020,J01CR02,AMOXICILLINA AC CLA IBI*12CPR,"0000000001,500",O,g,"7,0000000000",12,I.B.I.GIOVANNI LORENZINI SpA
0037219286,J01MA02,CIPROFLOXACINA MY*14CPR 500MG,"0000000001,000",O,g,"7,0000000000",14,MYLAN SpA
0037219300,J01MA02,CIPROFLOXACINA MY*20CPR 500MG,"0000000001,000",O,g,"10,0000000000",20,MYLAN SpA
0037219425,J01MA02,CIPROFLOXACINA MY*6CPR 750MG,"0000000001,000",O,g,"4,5000000000",6,MYLAN SpA
0037219514,J01MA02,CIPROFLOXACINA MY*6CPR 750MGFL,"0000000001,000",O,g,"4,5000000000",6,MYLAN SpA
0037221064,J05AF10,BARACLUDE*30CPR RIV 1MG FL,"0000000000,500",O,mg,,30,BRISTOL-MYERS SQUIBB Srl
0037221076,J05AF10,"BARACLUDE*30CPR RIV 0,5MG","0000000000,500",O,mg,"30,0000000000",30,BRISTOL-MYERS SQUIBB Srl
0037292024,J01MA02,CIPROFLOXACINA PEN*6CPR 500MG,"0000000001,000",O,g,"3,0000000000",6,PENSA PHARMA SpA
0037292036,J01MA02,CIPROFLOXACINA PEN*12CPR 750MG,"0000000001,000",O,g,"9,0000000000",12,PENSA PHARMA SpA
0037296035,J02AC01,FLUCONAZOLO BIO LIM*25FL 400MG,"0000000000,200",P,g,"50,0000000000",25,BIOINDUSTRIA L.I.M. SpA
0037234061,J02AC01,ZAMIZOL*2CPS 150MG,"0000000000,200",O,g,"1,5000000000",2,FG Srl
0037161078,J01CR02,FORXIM*20CPR 875MG+125MG,"0000000001,500",O,g,,20,DOMPE' SpA
0037205022,J01FA09,CLARITROMICINA RAT*10CPR 250MG,"0000000000,500",O,g,"5,0000000000",10,RATIOPHARM ITALIA Srl
0037205061,J01FA09,CLARITROMICINA RAT*16CPR 250MG,"0000000000,500",O,g,"8,0000000000",16,RATIOPHARM ITALIA Srl
0037205073,J01FA09,CLARITROMICINA RAT*20CPR 250MG,"0000000000,500",O,g,"10,0000000000",20,RATIOPHARM ITALIA Srl
0037205123,J01FA09,CLARITROMICINA RAT*100CPR250MG,"0000000000,500",O,g,"50,0000000000",100,RATIOPHARM ITALIA Srl
0037205198,J01FA09,CLARITROMICINA RAT*12CPR 500MG,"0000000000,500",O,g,"12,0000000000",12,RATIOPHARM ITALIA Srl
0037253034,J06BA02,KEYVEN*EV FL 100ML 50G/L+SET,"0000000007,000",P,g,"0,7140000000",1,KEDRION SpA
0037257021,L01CD01,"PACLITAXEL RAT*EV 16,7ML 6MG/M","0000000015,000",P,mg,"6,6800000000",1,RATIOPHARM ITALIA Srl
0037313083,J07BK02,"ZOSTAVAX*1FL POLV+SIR 0,65ML",,,,,1,MSD ITALIA Srl
0037313107,J07BK02,"ZOSTAVAX*20FL POLV+20SIR 0,65M",,,,,20,MSD ITALIA Srl
0037313133,J07BK02,"ZOSTAVAX*20FL+20SIR 0,65M",,,,,20,MSD ITALIA Srl
0037391099,J02AC01,FLUCONAZOLO M.G.*7CPS 100MG,"0000000000,200",O,g,,7,MYLAN SpA
0037391240,J02AC01,FLUCONAZOLO M.G.*28CPS 150MG,"0000000000,200",O,g,,28,MYLAN SpA
0037406016,J01MA02,CIPROFLOXACINA KABI*1SA 100MG,"0000000000,800",P,g,,1,FRESENIUS KABI ITALIA Srl
0037435068,J01FA09,BACLAR*14CPR RIV 500MG,"0000000000,500",O,g,"14,0000000000",14,ABBOTT VASCULAR KNOLL RAVIZZA
0037374081,J01FA09,CLARITROMICINA EG*20CPR 250MG,"0000000000,500",O,g,"10,0000000000",20,EG SpA
0037374168,J01FA09,CLARITROMICINA EG*60CPR 250MG,"0000000000,500",O,g,"30,0000000000",60,EG SpA
0037406030,J01MA02,CIPROFLOXACINA KABI*10SA 100MG,"0000000000,800",P,g,"1,2500000000",10,FRESENIUS KABI ITALIA Srl
0037406194,J01MA02,CIPROFLOXACINA KABI*5FL 100MG,"0000000000,800",P,g,"0,6250000000",5,FRESENIUS KABI ITALIA Srl
0037374384,J01FA09,CLARITROMICINA EG*16CPR 250MG,"0000000000,500",O,g,"8,0000000000",16,EG SpA
0037395011,J01DD04,"CEFTRIAXONE RAT.*FL POLV 0,5G","0000000002,000",P,g,,1,RATIOPHARM ITALIA Srl
0037406321,J01MA02,CIPROFLOXACINA KABI*30FL 400MG,"0000000000,800",P,g,"15,0000000000",30,FRESENIUS KABI ITALIA Srl
0037406523,J01MA02,CIPROFLOXACINA KABI*5SA 400MG,"0000000000,800",P,g,"2,5000000000",5,FRESENIUS KABI ITALIA Srl
0037406562,J01MA02,CIPROFLOXACINA KABI*40SA 400MG,"0000000000,800",P,g,"20,0000000000",40,FRESENIUS KABI ITALIA Srl
0037380146,J02AC01,FLUCONAZOLO SANDOZ*28CPS 100MG,"0000000000,200",O,g,,28,SANDOZ SpA
0037409048,L01BB06,EVOLTRA*20FL 20ML 1MG/ML,"0000000001,000",P,f,"20,0000000000",20,GENZYME Srl
0037380211,J02AC01,FLUCONAZOLO SANDOZ*14CPS 200MG,"0000000000,200",O,g,,14,SANDOZ SpA
0037380274,J02AC01,FLUCONAZOLO SANDOZ*100CPS 200M,"0000000000,200",O,g,,100,SANDOZ SpA
0037380286,J02AC01,FLUCONAZOLO SANDOZ*1CPS 150MG,"0000000000,200",O,g,,1,SANDOZ SpA
0037400076,L01XE06,SPRYCEL*60CPR RIV 20MG,"0000000140,000",O,mg,"8,5710000000",60,BRISTOL-MYERS SQUIBB Srl
0037400088,L01XE06,SPRYCEL*60CPR RIV 50MG,"0000000140,000",O,mg,"21,4290000000",60,BRISTOL-MYERS SQUIBB Srl
0037391051,J02AC01,FLUCONAZOLO M.G.*30CPS 50MG,"0000000000,200",O,g,,30,MYLAN SpA
0037516402,J01FA09,CLARITROMICINA MY*8CPR 500MG,"0000000000,500",O,g,"8,0000000000",8,MYLAN SpA
0037516414,J01FA09,CLARITROMICINA MY*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,MYLAN SpA
0037516438,J01FA09,CLARITROMICINA MY*14CPR 500MG,"0000000000,500",O,g,"14,0000000000",14,MYLAN SpA
0037516515,J01FA09,CLARITROMICINA MY*60CPR 500MG,"0000000000,500",O,g,"60,0000000000",60,MYLAN SpA
0037516541,J01FA09,CLARITROMICINA MY*500CPR 500MG,"0000000000,500",O,g,"500,0000000000",500,MYLAN SpA
0037516642,J01FA09,CLARITROMICINA MY*24CPR500MGFL,"0000000000,500",O,g,"24,0000000000",24,MYLAN SpA
0037495049,J01FA10,AZITROMICINA EG*12CPR RIV500MG,"0000000000,300",O,g,"20,0000000000",12,EG SpA
0037495076,J01FA10,AZITROMICINA EG*50CPR RIV500MG,"0000000000,300",O,g,"83,3330000000",50,EG SpA
0037527064,J01FA09,CLARITROMICINA RAN*50ML 250MG/,"0000000000,500",O,g,"5,0000000000",1,RANBAXY ITALIA SpA
0037464183,J01MA02,CIPROFLOXACINA SA*160CPR 500MG,"0000000001,000",O,g,"80,0000000000",160,SANDOZ SpA
0037464258,J01MA02,CIPROFLOXACINA SA*6CPR 250MG,"0000000001,000",O,g,"1,5000000000",6,SANDOZ SpA
0037464296,J01MA02,CIPROFLOXACINA SA*100CPR 250MG,"0000000001,000",O,g,"25,0000000000",100,SANDOZ SpA
0037464373,J01MA02,CIPROFLOXACINA SA*50CPR 500MG,"0000000001,000",O,g,"25,0000000000",50,SANDOZ SpA
0037464500,J01MA02,CIPROFLOXACINA SA*8CPR 250MG,"0000000001,000",O,g,"2,0000000000",8,SANDOZ SpA
0037456062,J01FA09,SORICLAR*14CPR RIV 500MG,"0000000000,500",O,g,"14,0000000000",14,ABIOGEN PHARMA SpA
0037457049,J01XD01,METRONIDAZOLO HOSP*30FL 500MG/,"0000000001,500",P,g,"10,0000000000",30,ICU MEDICAL ITALIA Srl
0037492093,J02AC01,FLUCONAZOLO ZENT*28CPS 200MG,"0000000000,200",O,g,"28,0000000000",28,ZENTIVA ITALIA Srl
0037516046,J01FA09,CLARITROMICINA MY*8CPR 250MG,"0000000000,500",O,g,"4,0000000000",8,MYLAN SpA
0037516349,J01FA09,CLARITROMICINA MY*100CPR250MGF,"0000000000,500",O,g,"50,0000000000",100,MYLAN SpA
0037591157,J01MA02,CIPROFLOXACINA GER*6CPR 500MG,"0000000001,000",O,g,"3,0000000000",6,GERMED PHARMA Srl
0037597010,J01MA02,CIPROFLOXACINA HOS*5SA 50ML PV,"0000000000,800",P,g,,5,ICU MEDICAL ITALIA Srl
0037600057,J01FA10,AZITROMICINA SA*3CPR RIV 500MG,"0000000000,300",O,g,"5,0000000000",3,SANDOZ SpA
0037597034,J01MA02,CIPROFLOXACINA HOS*5SA200ML PV,"0000000000,800",P,g,,5,ICU MEDICAL ITALIA Srl
0037597046,J01MA02,CIPROFLOXACINA HOS*5SA 50ML PO,"0000000000,800",P,g,,5,ICU MEDICAL ITALIA Srl
0037584190,J01MA02,CIPROFLOXACINA RAN*100CPR500MG,"0000000001,000",O,g,"50,0000000000",100,RANBAXY ITALIA SpA
0037571015,J01MA02,CIPROFLOXACINA HIK*1FL 200MG,"0000000000,800",P,g,"0,2500000000",1,HIKMA FARMACEUTICA S.A.
0037555063,J01FA10,AZITROMICINA TEV*4CPR RIV250MG,"0000000000,300",O,g,"3,3330000000",4,TEVA ITALIA Srl
0037555087,J01FA10,AZITROMICINA TEV*10CPR RIV250M,"0000000000,300",O,g,"8,3330000000",10,TEVA ITALIA Srl
0037555152,J01FA10,AZITROMICINA TEV*2CPR RIV500MG,"0000000000,300",O,g,"3,3330000000",2,TEVA ITALIA Srl
0037555176,J01FA10,AZITROMICINA TEV*6CPR RIV500MG,"0000000000,300",O,g,"10,0000000000",6,TEVA ITALIA Srl
0037532076,J01FA09,CLARITROMICINA HEX*FL 3G 60ML,"0000000000,500",O,g,"6,0000000000",1,HEXAL SpA
0037555341,J01FA10,AZITROMICINA TEV*3CPR RIV500MG,"0000000000,300",O,g,"5,0000000000",3,TEVA ITALIA Srl
0037586070,J01FA09,CLARITROMICINA RAN*20CPR 250MG,"0000000000,500",O,g,"10,0000000000",20,RANBAXY ITALIA SpA
0037586219,J01FA09,CLARITROMICINA RAN*14CPR 250MG,"0000000000,500",O,g,"7,0000000000",14,RANBAXY ITALIA SpA
0037559162,J01FA09,CLARITROMICINA TEVA*10CPR500MG,"0000000000,500",O,g,"10,0000000000",10,TEVA ITALIA Srl
0037559251,J01FA09,CLARITROMICINA TEVA*42CPR500MG,"0000000000,500",O,g,"42,0000000000",42,TEVA ITALIA Srl
0037559275,J01FA09,CLARITROMICINA TEVA*100CPR 500,"0000000000,500",O,g,"100,0000000000",100,TEVA ITALIA Srl
0037559301,J01FA09,CLARITROMICINA TEVA*20CPR500MG,"0000000000,500",O,g,"20,0000000000",20,TEVA ITALIA Srl
0037591106,J01MA02,CIPROFLOXACINA GP*10CPR 750MG,"0000000001,000",O,g,,10,GERMED PHARMA Srl
0037672033,J02AC01,FLUCONAZOLO PENSA*2CPS 150MG,"0000000000,200",O,g,"1,5000000000",2,PENSA PHARMA SpA
0037672058,J02AC01,FLUCONAZOLO PE*INF FL50ML 100M,"0000000000,200",P,g,"0,5000000000",1,PENSA PHARMA SpA
0037672060,J02AC01,FLUCONAZOLO PENSA*INF FL 100ML,"0000000000,200",P,g,"1,0000000000",1,PENSA PHARMA SpA
0037672072,J02AC01,FLUCONAZOLO PENSA*INF FL 200ML,"0000000000,200",P,g,"2,0000000000",1,PENSA PHARMA SpA
0037673023,J02AC01,FLUCONAZOLO GER*10CPS 100MG,"0000000000,200",O,g,"5,0000000000",10,GERMED PHARMA Srl
0037673035,J02AC01,FLUCONAZOLO GER*2CPS 150MG,"0000000000,200",O,g,"1,5000000000",2,GERMED PHARMA Srl
0037732029,J01DC02,CEFUROXIMA SAN*10CPR RIV 125MG,"0000000000,500",O,g,"2,5000000000",10,SANDOZ SpA
0037732120,J01DC02,CEFUROXIMA SAN*10CPR RIV 500MG,"0000000000,500",O,g,"10,0000000000",10,SANDOZ SpA
0037724059,L02BB03,IGREDEX*56CPR RIV 50MG,"0000000050,000",O,mg,"56,0000000000",56,SANDOZ SpA
0037732219,J01DC02,CEFUROXIMA SAN*8CPR RIV 250MG,"0000000000,500",O,g,"4,0000000000",8,SANDOZ SpA
0037687035,J01MA02,CUSPIS*12CPR RIV 750MG,"0000000001,000",O,g,"9,0000000000",12,FARTO Srl
0037688064,J02AC01,AVIFLUCOX*INF FL 100ML 200MG/1,"0000000000,200",P,g,"1,0000000000",1,PANTAFARM Srl
0037688076,J02AC01,AVIFLUCOX*INF FL 200ML 400MG/2,"0000000000,200",P,g,"2,0000000000",1,PANTAFARM Srl
0037714045,L01CD01,PACLITAXEL SIG*EV 50ML 6MG/ML,,,,,1,SIGMATAU IND.FARM.RIUNITE SpA
0037634084,J05AE10,PREZISTA*90CPR RIV 800MG FL,"0000000001,200",O,g,"60,0000000000",90,JANSSEN CILAG SpA
